Adgroup;MaxCPC;Clicks;Impressions;CTR;AvgCPC;Costo;AvgPosicion;Qscore;Ventas;Costconv;Convrate;Allconv
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,28;7;79;0,0886;0,14;0,96;1,5;9;2;0,48;2857,00;2
Poncho English;0,28;1;8;0,125;0,14;0,14;2,5;9;0;0;0,00;0
Poncho English;0,21;1;51;0,0196;0,13;0,13;2,8;6;0;0;0,00;0
Bolivian Alpaca English;0,03;0;7;0;0;0;1,4; --;0;0;0,00;0
Poncho English;0,14;0;49;0;0;0;2,2;9;0;0;0,00;0
Poncho English;0,44;13;303;0,0429;0,31;4,07;1,7;7;0;0;0,00;0
Sweater English;0,14;0;3;0;0;0;3; --;0;0;0,00;0
Alpaca Generic English;1,52;166;1929;0,0861;0,26;43,1;2,2;9;0;0;0,00;0
Sweater English;0,46;65;2274;0,0286;0,23;15,19;1,3;7;0;0;0,00;0
Alpaca Generic English;0,14;3;16;0,1875;0,1;0,29;3,8;6;0;0;0,00;0
Hat English;0,28;1;17;0,0588;0,15;0,15;1,7;9;0;0;0,00;0
Bear English;0,28;11;1069;0,0103;0,16;1,8;1,5;6;0;0;0,00;0
Alpaca Generic English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;1,57;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Women English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;2;0;0;0;4;9;0;0;0,00;0
Poncho English;0,34;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,03;0;2;0;0;0;2; --;0;0;0,00;0
Clothing English;0,34;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,19;22;172;0,1279;0,11;2,4;1,2;5;7;0,34;3182,00;7
Coat English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,11;0;3;0;0;0;3,7;9;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,7;2;20;0,1;0,02;0,04;1;7;0;0;0,00;0
Poncho English;0,51;13;76;0,1711;0,22;2,8;1,1;6;2;1,4;1538,00;2
Poncho English;1;33;99;0,3333;0,34;11,31;1;6;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Cardigans English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,21;19;798;0,0238;0,13;2,54;1,6;8;0;0;0,00;0
Jackets English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,75;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,26;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,7;12;482;0,0249;0,4;4,77;1,9;8;0;0;0,00;0
Evo sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,24;3;48;0,0625;0,13;0,39;3,1;7;0;0;0,00;0
Clothing English;0,35;9;164;0,0549;0,2;1,84;3,3;8;0;0;0,00;0
Poncho English;1;4;40;0,1;0,34;1,37;1,4;7;0;0;0,00;0
Gloves English;0,42;5;133;0,0376;0,31;1,56;1,2;7;0;0;0,00;0
Poncho English;0,6;19;1135;0,0167;0,33;6,2;1,1;6;0;0;0,00;0
Poncho English;0,25;4;26;0,1538;0,45;1,79;1;7;0;0;0,00;0
Poncho English;0,28;0;10;0;0;0;1,9;9;0;0;0,00;0
Poncho English;0,15;0;3;0;0;0;1,7;9;0;0;0,00;0
Fur English;0,18;1;36;0,0278;0,14;0,14;1,4;7;0;0;0,00;0
Bear English;0,19;1;16;0,0625;0,09;0,09;2,3;8;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,16;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,07;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,7;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0;4;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1,2;2;9;0,2222;0,32;0,63;1,6;8;0;0;0,00;0
Bolivian Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,14;0;6;0;0;0;3,7;5;0;0;0,00;0
Rug English;0,1;4;77;0,0519;0,06;0,24;2,1;6;0;0;0,00;0
Sweater English;0,8;1;82;0,0122;0,26;0,26;1,7;6;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;9;0;0;0,00;0
Sweater English;0,12;0;0;0;0;0;0;9;0;0;0,00;0
Sweater English;0,44;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,42;1;20;0,05;0,35;0,35;1,3;8;0;0;0,00;0
Poncho English;0,15;0;48;0;0;0;2;6;0;0;0,00;0
Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;9;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,28;0;1;0;0;0;1;9;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho Evo;0,35;0;1;0;0;0;1; --;0;0;0,00;0
Poncho English;0,02;0;3;0;0;0;5,3; --;0;0;0,00;0
Sweater English;0,42;1;9;0,1111;0,4;0,4;1,7;8;0;0;0,00;0
Sock English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,02;0;12;0;0;0;2,3;7;0;0;0,00;0
Peruvian Alpaca Clothing English;0,32;4;61;0,0656;0,21;0,85;2,9;8;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,23;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;3,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,21;0;20;0;0;0;1,7;9;0;0;0,00;0
Sweater English;0,7;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,42;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,5;0;0;0;0;0;0;8;0;0;0,00;0
Poncho English;0,43;111;5779;0,0192;0,21;23,5;1,4;6;1;23,5;90,00;1
Poncho English;0,14;0;14;0;0;0;3,1;7;0;0;0,00;0
Sweater English;0,46;2;54;0,037;0,2;0,4;1;9;0;0;0,00;0
Bolivian Shawl English;0,17;3;86;0,0349;0,08;0,25;2;4;0;0;0,00;0
Alpaca Generic English;0,16;0;23;0;0;0;1,9;4;0;0;0,00;0
Poncho English;0,14;1;11;0,0909;0,13;0,13;2,1;9;0;0;0,00;0
Clothing English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Coat English;0,63;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;4;34;0,1176;0,07;0,29;2,1;6;0;0;0,00;0
Peruvian Alpaca Clothing English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Cardigans English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,21;15;217;0,0691;0,17;2,52;1,7;7;0;0;0,00;0
Sweater Men English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,08;0;9;0;0;0;1,3;7;0;0;0,00;0
Alpaca Generic English;0,07;2;4;0,5;0,04;0,07;1,3; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Blanket English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,6;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Vest English;0,69;35;955;0,0366;0,26;8,95;1,9;6;2;4,48;571,00;2
Poncho English;0,14;1;5;0,2;0,05;0,05;2,6; --;0;0;0,00;0
Poncho English;0,69;299;13893;0,0215;0,28;84,09;1,2;9;7;12,01;234,00;7
Hat English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;56;284;0,1972;0,31;17,31;1;7;3;5,77;536,00;3
Scarf English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,19;1;100;0,01;0,18;0,18;1,7; --;0;0;0,00;0
Sock English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,91;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;2;2;1;0,78;1,55;2,5; --;0;0;0,00;0
Poncho English;0,35;13;111;0,1171;0,31;4,02;2,2;7;0;0;0,00;0
Bolivian Sweaters English;0,11;0;11;0;0;0;1;7;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Toddlers English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Jackets English;0,15;19;4779;0,004;0,1;1,81;2,9; --;0;0;0,00;0
Clothing English;0,14;0;0;0;0;0;0;5;0;0;0,00;0
Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Cardigans English;0,02;0;2;0;0;0;1,5; --;0;0;0,00;0
Vest English;0,42;7;61;0,1148;0,17;1,18;2,2;7;0;0;0,00;0
Bolivian Alpaca English;0,16;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,28;0;1;0;0;0;8; --;0;0;0,00;0
Poncho English;0,14;0;4;0;0;0;3;9;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,85;11;77;0,1429;0,23;2,53;2,1;8;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;7;0;0;0,00;0
Kids English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;21;0;0;0;2,3;9;0;0;0,00;0
Clothing English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,75;9;426;0,0211;0,26;2,34;1;7;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;2;10;0,2;0,12;0,24;1; --;0;0;0,00;0
Sweater English;0,28;0;25;0;0;0;3,2;9;0;0;0,00;0
Poncho English;0,14;0;10;0;0;0;3,2;7;0;0;0,00;0
Sweater English;0,14;0;1;0;0;0;1;9;0;0;0,00;0
Sweater English;0,35;6;100;0,06;0,15;0,91;2;9;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;7;0;0;0,00;0
Alpaca Generic English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0;4;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,42;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;1;0;0;0;0;0;0;8;0;0;0,00;0
Alpaca Generic English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,42;0;18;0;0;0;1,6;7;0;0;0,00;0
Alpaca Generic English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Vest English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Women English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Coat English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;9;0;0;0,00;0
Fur English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;1;0;0;0;1;5;0;0;0,00;0
Peruvian Alpaca Clothing English;0,14;1;14;0,0714;0,11;0,11;2,6;8;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,93;12;70;0,1714;0,5;6,05;1,1;6;0;0;0,00;0
Hat English;0,14;0;2;0;0;0;6,5;9;0;0;0,00;0
Sweater Men English;1,05;2;35;0,0571;0,18;0,36;1,1;8;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,14;0;8;0;0;0;2;3;0;0;0,00;0
Poncho English;0,15;0;5;0;0;0;2;6;0;0;0,00;0
Sweater English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Gloves English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,02;0;7;0;0;0;1,6;7;0;0;0,00;0
Kids English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;7;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,18;0;3;0;0;0;3;8;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,8;5;37;0,1351;0,12;0,61;2,9;6;2;0,3;4000,00;2
Poncho English;1;1;2367;0,0004;0,35;0,35;1,1; --;0;0;0,00;0
Poncho English;0,14;0;94;0;0;0;1,6;6;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Women English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Lluchus English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho Evo;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Coat English;0,14;2;58;0,0345;0,14;0,28;2,9;7;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,16;13;460;0,0283;0,1;1,29;2;9;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;7;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,21;0;5;0;0;0;1,8;7;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;7;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,84;7;91;0,0769;0,24;1,69;1,6;8;0;0;0,00;0
Bear English;0,13;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,6;49;3826;0,0128;0,36;17,73;1,2;8;0;0;0,00;0
Coat English;0,63;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,7;0;4;0;0;0;1,3; --;0;0;0,00;0
Poncho English;0,19;1;206;0,0049;0,14;0,14;1,5;6;0;0;0,00;0
Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;6;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Rug English;0,6;5;38;0,1316;0,5;2,49;1,4;3;0;0;0,00;0
Sweater English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Lluchus English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,32;0;0;0;0;0;0; --;0;0;0,00;0
Lluchus English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Women English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,42;9;68;0,1324;0,29;2,59;1,7;8;0;0;0,00;0
Sweater English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Lluchus English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,31;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,18;1;103;0,0097;0,11;0,11;1,6;6;0;0;0,00;0
Coat English;0,35;19;1321;0,0144;0,2;3,73;1,6;7;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;9;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Blanket English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Rug English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;5;67;0,0746;0,24;1,22;1,5;6;0;0;0,00;0
Poncho English;0,17;0;0;0;0;0;0; --;0;0;0,00;0
Balaclava English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,22;5;11;0,4545;0,05;0,26;1,2;9;0;0;0,00;0
Scarf English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,14;3;447;0,0067;0,12;0,35;2,3;8;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Toddlers English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,32;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;7;0;0;0,00;0
Poncho English;2,61;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
